Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0334318	249.596	46.603	34.776	206.585	18.648	39.099
FBtr0081880	252.404	125.397	172.224	440.415	178.352	187.901
FBtr0076749	1174	239	224	1037	177	186
FBtr0344226	44.558	37.118	46.268	50.51	18.998	50.133
FBtr0084270	215.301	51.701	87.732	213.804	52.002	58.694
FBtr0075169	4	1	2	1	1	1
FBtr0305609	7.626	3.362	5.319	7.093	4.287	4.148
FBtr0073594	7.944	4.299	8.421	14.457	6.03	5.739
FBtr0073595	7.502	3.34	5.26	6.986	4.25	4.113
FBtr0091885	0.008	0.016	0.013	0.008	9.493	21.342
FBtr0070238	9.917	10.025	14.944	26.162	9.934	16.475
FBtr0342730	48.083	17.975	21.056	37.838	14.066	17.525
FBtr0339756	484.998	155.475	299.099	589.729	251.255	99.518
FBtr0087260	460.124	157.476	170.912	518.773	136.754	224.903
FBtr0087259	1762.877	616.05	609.989	1791.499	510.991	653.579
FBtr0306260	14.472	9.095	7.897	38.569	8.59	20.508
FBtr0081845	442.465	122.774	188.811	303.321	93.875	79.857
FBtr0081846	1300.649	665.164	632.36	1042.328	351.642	554.484
FBtr0081844	337.422	83.967	137.932	57.111	125.893	75.15
FBtr0113248	3766.013	1309.795	1543.749	3847.462	1374.788	1346.855
FBtr0071583	15	2	7	32	10	6
FBtr0088031	617	254	285	635	222	265
FBtr0078546	2	4	1	11	2	1
FBtr0081946	13.295	2.119	3.051	8.417	5.546	3.55
FBtr0081944	10.462	3.777	4.928	21.577	5.018	7.71
FBtr0081945	8.244	2.105	3.02	7.007	5.436	2.74
FBtr0087131	39.064	8	24	40.46	11	15
FBtr0301213	14	4	6	18	3	6
FBtr0088009	51	16	18	42.526	7	22
FBtr0082662	1414.37	545.652	551.533	1332.051	443.385	486.932
FBtr0087351	1493.403	661.659	1008.814	2066.084	676.881	1197.511
FBtr0087352	1612.377	738.026	643.08	994.859	673.029	250.429
FBtr0083484	241	72	83	241	52	68
FBtr0082144	0	0	0	0	0	0
FBtr0070494	807.174	265.218	250.312	489.554	204.027	182.874
FBtr0332496	356.19	104.611	180.688	640.446	160.697	212.126
FBtr0071782	0	0	0	1	0	0
FBtr0339533	2.956	0.498	0	1.394	0.965	0
FBtr0071823	1.044	0.502	0	1.606	1.035	0
FBtr0304935	265.928	90.745	161.56	261.59	160.114	93.941
FBtr0078247	658.344	133.516	377.342	657.877	214.931	244.559
FBtr0331523	385.999	141.562	78.475	515.549	108.652	186.36
FBtr0304936	763.108	185.381	205.36	781.446	104.315	126.719
FBtr0078250	366.501	251.054	164.264	320.521	237.543	155.013
FBtr0082475	1	2	2	5	1	0
FBtr0343126	3289.711	1287.793	1465.303	3073.804	1025.841	1273.509
FBtr0079192	14.192	32.294	14.625	14.187	14.67	14.895
FBtr0302212	8.098	12.913	28.071	328.009	28.489	10.596
FBtr0071368	1075.473	399.486	472	971.858	306	325
FBtr0072168	3351	1471	1545	4066	1420	1472
FBtr0344080	61.742	27.336	33.097	43.575	7.591	32.739
FBtr0344079	185.187	58.898	42.392	59.301	33.634	29.989
FBtr0340024	35.813	20.232	43.64	68.823	19.779	40.222
FBtr0087191	99.499	9.743	7.531	35.412	13.383	13.172
FBtr0344081	24.758	19.661	39.96	71.553	7.614	14.18
FBtr0301283	94	22	29	61	12	16
FBtr0333075	2708.518	2055.602	2515.68	3459.856	2262.62	2086.551
FBtr0333074	3322.564	809.591	716.244	4418.909	803.827	726.69
FBtr0075693	1939.589	104.807	193.075	1843.798	210.553	159.188
FBtr0085032	1	0	1	0.349	0	1
FBtr0290282	0	0	0	0	0	0
FBtr0334152	537	161	171	540	144	207
FBtr0301654	1.301	0.724	0.635	1.297	0.218	0.399
FBtr0334493	5.635	1.88	2.485	3.911	1.394	2.728
FBtr0334492	1.289	0.722	0.634	1.285	0.219	0.399
FBtr0334494	5.588	1.876	2.477	3.889	1.392	2.718
FBtr0070426	20.714	4.791	8.7	20.07	7.653	13.47
FBtr0310077	9.286	10.209	8.3	36.93	7.347	12.53
FBtr0340308	6483.81	3644.705	4317.214	9578.879	4165.349	4667.77
FBtr0074056	1359.611	246.524	212.567	1409.564	273.336	195.795
FBtr0074057	1172.832	43.772	30.22	218.449	63.311	62.435
FBtr0082707	10.048	5	3	5.007	3	3
FBtr0081611	475.46	157.816	192.473	542.728	157	143.224
FBtr0081042	2313.348	875	949	1874.172	746	742
FBtr0071805	11	1	1	8	5	3
FBtr0343423	92.982	30.194	16.245	26.781	16.87	11.947
FBtr0079492	31.236	20.748	26.26	42.819	18.241	13.657
FBtr0301330	275.328	110.037	152.292	360.536	128.254	138.628
FBtr0301331	80.566	23.354	43.779	58.05	31.374	20.248
FBtr0343424	257.275	56.296	59.814	515.035	149.434	144.779
FBtr0344608	245.309	77.639	169.768	104.733	58.689	54.848
FBtr0073723	1302.462	599.905	644.178	1683.1	565.059	750.527
FBtr0339676	39.513	80.733	105.569	95.084	150.002	90.002
FBtr0084113	15.099	2.011	7	15.161	6	11.167
FBtr0075410	2508	1061	1267	2602	1013	1169
FBtr0306930	92	33	39	221	78	119
FBtr0345937	0.252	0	0.53	0.533	0	0.529
FBtr0088260	4.748	0	0.47	0.467	0	0.471
FBtr0082917	2	1	1	1	1	0
FBtr0088631	372	120	157	348	85	128
FBtr0304932	2.984	0.666	0.666	1.994	0.333	1.058
FBtr0273383	3.014	0.667	0.667	2.006	0.333	0.971
FBtr0340176	3.002	0.667	0.667	2.001	0.333	0.97
FBtr0344233	66.4	26.747	39.926	68.396	17.799	21.341
FBtr0074505	128.6	56.253	49.074	69.604	27.201	23.659
FBtr0307502	356.752	158.309	171.656	331.61	88.292	113.304
FBtr0086144	4.451	0.748	4.344	0.686	0.732	0.807
FBtr0072501	45	9	10	22	6	7
FBtr0332465	127.912	54.621	43.22	88.413	41.117	45.495
FBtr0071515	18.548	23.093	9.672	31.914	12.511	11.55
FBtr0342794	72.426	10.124	13.093	44.347	18.412	10.715
FBtr0113368	185.114	45.162	107.015	300.326	55.96	60.24
FBtr0089518	4210.736	2729.018	3220.936	3858.358	1941.344	2617.446
FBtr0089520	727.301	145.936	203.964	402.702	227.238	208.292
FBtr0336797	201.505	53.996	40.344	117.136	54.018	52.993
FBtr0089517	746.107	245.649	313.693	1075.099	416.581	475.86
FBtr0089519	3236.307	732.027	612.502	4147.119	766.26	794.423
FBtr0336798	1030.044	647.259	868.262	981.559	383.149	411.179
FBtr0083378	0.36	1.024	1.024	0	0	0.501
FBtr0083379	1.64	0.976	0.976	0	0	0.499
FBtr0072346	1526.486	657.693	688.101	2079.553	764.661	747.503
FBtr0306137	1806.514	287.307	349.899	1966.159	350.339	283.497
FBtr0086621	46	28	18	26	6	12
FBtr0087179	456	156	171	461	131	156
FBtr0074324	82.352	35.233	45.227	105.259	31.209	28.267
FBtr0074011	2037.744	922	1000	2336	940	980
FBtr0346035	0.252	0.142	0.032	0.283	0.684	0.304
FBtr0302949	0	0	0	0	0	0
FBtr0305128	0	0	0	0	0	0
FBtr0343385	2	1	0	0	1.016	0
FBtr0078265	2	0.023	0	2.223	1	0
FBtr0344982	60.361	18.159	18.064	43.391	9.613	9.727
FBtr0082597	797.639	379.841	430.936	839.609	425.387	461.273
FBtr0078399	1055.354	320.891	428.091	1154.942	349.15	281.725
FBtr0078400	579.45	142.163	143.815	673.99	136.874	216.659
FBtr0305574	8.351	3.703	3.7	5.405	7.658	3.432
FBtr0079551	10.982	3.234	6.242	11.967	5.776	3.031
FBtr0344063	20.461	5.064	5.058	8.923	4.105	2.538
FBtr0074859	0	2	1	1	0	1
FBtr0300431	21.683	1.098	0.665	32.954	0.829	0.675
FBtr0331739	21.077	1.099	0.666	37.723	1.047	1.824
FBtr0074349	2.466	0.08	0.668	0.929	0.307	0.678
FBtr0300091	0.041	0	0.065	0.181	0.249	0.083
FBtr0307176	1377.843	514.57	646.173	1560.82	206.23	465.812
FBtr0307177	268.918	56.848	20.448	183.615	91.766	22.623
FBtr0307178	713.289	366.065	481.908	872.452	445.457	416.854
FBtr0074234	42.95	19.516	19.47	19.112	19.548	43.711
FBtr0076765	18.652	2.108	0.118	4.931	2.088	3.969
FBtr0076764	1237.013	407.892	524.882	1024.069	285.912	370.031
FBtr0086756	3.025	0.735	6.652	3.521	1.636	0.248
FBtr0086757	49.989	13.781	7.148	45.991	15.862	3.935
FBtr0301546	84.145	15.37	13.57	37.65	6.404	10.674
FBtr0340332	0.271	1.115	0.63	0.339	0.098	0.229
FBtr0340002	5.993	0.5	0.501	12.953	3.463	1.009
FBtr0273307	6.239	0.5	0.501	14.227	3.537	1.013
FBtr0303265	280.656	120.955	134.764	407.791	110.228	168.624
FBtr0082772	537.344	168.045	203.236	347.209	127.772	147.376
FBtr0073450	1	1	0	3	0	4
FBtr0084866	2255	906	1049	2298	820	879
FBtr0081739	0	0	0	0	1	0
FBtr0305125	0	1	0	1	0	0
FBtr0072402	7.235	3.542	7.171	9.928	9.894	5.84
FBtr0072401	8.23	6.948	3.941	10.982	3.639	6.164
FBtr0343507	7.529	5.163	3.884	24.417	3.592	10.776
FBtr0343508	111.161	22.764	34.451	119.598	26.581	45.03
FBtr0072400	25.844	6.583	5.553	18.076	5.294	7.19
FBtr0070412	458.787	220.262	189.133	746.692	348.088	186.699
FBtr0300793	198.117	42.487	63.442	87.237	40.477	63.15
FBtr0346648	575.974	111.911	56.378	112.54	79.836	52.128
FBtr0345315	1580.265	490.508	682.132	1924.083	424.599	570.171
FBtr0085752	0	0	0	0	0	0
FBtr0333913	85.231	7.974	11.605	64.212	10.709	7.064
FBtr0111166	867.089	135.665	102.274	578.525	116.724	136.19
FBtr0333912	93.445	43.14	46.753	222.082	76.994	68.332
FBtr0333914	430.235	34.221	23.368	287.182	64.573	34.414
FBtr0085182	0	0	0	0	0	0
FBtr0332722	5355.729	1048.893	1023.385	4836.773	987.451	747.759
FBtr0332721	5479.301	1629.273	1394.621	4027.366	1516.613	1308.059
FBtr0346077	1004.013	654.834	624.994	1000.861	616.936	616.182
FBtr0333599	2547.27	673.699	692.848	1751.716	522.034	505.926
FBtr0075497	76.73	24.301	24.152	37.284	23.966	24.074
FBtr0343737	79.86	10.894	10.896	34.051	10.648	10.925
FBtr0079884	312.14	143.106	173.104	385.949	116.352	141.075
FBtr0086562	0.562	0	0	0	0	0.551
FBtr0332506	55	7	13	26	9	11
FBtr0344768	0.933	0	0	4.354	0.006	0.276
FBtr0077531	2.12	0	0	5.477	0.006	0.286
FBtr0077530	3.951	0	0	3.188	0.006	1.438
FBtr0339328	1376.119	339.724	161.836	1406.459	230.587	200.69
FBtr0089973	480.04	227.276	440.164	480.541	269.413	287.31
FBtr0084732	0	0	0	0	0	0
FBtr0308616	0	0	0	0	0	0
FBtr0080809	0.501	0.501	0.501	2.088	2.083	0
FBtr0346572	0.499	0.499	0.499	1.912	1.917	0
FBtr0336831	10.199	1.471	0.921	3.776	8.08	2.487
FBtr0100301	0.633	0.381	0.966	3.22	0.927	1.317
FBtr0304909	0.81	0.381	0.964	3.17	0.925	1.311
FBtr0304910	10.549	0.39	2.21	9.807	2.161	2.599
FBtr0077388	1.833	0.382	0.957	3.059	0.918	1.295
FBtr0331787	1	0	0	0	0	1
FBtr0070489	3	0	1	1	0	0
FBtr0077126	223	76	108	228	59	73
FBtr0072790	478.413	200.125	191.076	408.981	131.12	144.142
FBtr0452124	1795.115	351.638	448.197	3089.809	606.636	471.169
FBtr0086771	2321.022	849.87	1049.943	2431.675	732.919	860.836
FBtr0089161	619.567	47.582	92.708	387.662	97.001	64.203
FBtr0089159	767.601	279.228	255.749	859.455	202.404	222.015
FBtr0100246	304.793	17.441	20.135	199.264	37.38	17.892
FBtr0309803	873.223	95.853	99.912	414.725	86.981	76.553
FBtr0112657	35.032	9.976	5.166	45.278	10.607	8.84
FBtr0100245	75.698	16.153	20.621	54.485	25.973	20.717
FBtr0334301	195.178	68.132	52.969	90.81	122.528	26.81
FBtr0089162	337.297	64.87	60.415	453.449	84.362	72.207
FBtr0308615	183.106	67.665	38.761	151.232	32.812	13.832
FBtr0290285	1	0	0	0	0	1
FBtr0083825	1089.601	463.067	505.009	1327.702	409	407.949
FBtr0086062	4467.711	1627.844	1818.164	5339.968	1496.559	1574.876
FBtr0331970	1113.746	179.157	116.139	522.59	278.239	136.166
FBtr0339259	0	0	0	0	0	0
FBtr0076606	3.557	1.89	0	2.516	1	2.871
FBtr0076607	2.042	0.225	0	4.169	0	1.274
FBtr0333057	3.537	1.885	0	2.507	1	2.859
FBtr0310333	11.215	8.405	7.307	17.2	6.24	6.747
FBtr0310332	7.484	1.046	1.518	6.573	1.421	0.922
FBtr0346278	13.235	8.341	9	16.924	6.205	6.706
FBtr0310334	10.899	8.23	7.175	16.457	6.145	6.635
FBtr0074989	484.978	207.614	214.232	461.342	146.046	175.403
FBtr0074990	73.264	17.386	21.768	36.658	18.954	23.597
FBtr0112438	0	0	0	0	0	0
FBtr0333033	0	0	0	0	0	0
FBtr0343316	1.571	1.144	0.617	5.822	0	0.985
FBtr0072362	0.429	0.106	0.622	4.498	0	1.015
FBtr0086637	154.06	22.131	14.433	118.939	40.227	32.422
FBtr0086636	1821.94	796.869	917.567	1967.061	734.773	896.578
FBtr0086112	254.952	87.575	88.292	257.806	112.384	88.688
FBtr0086111	223.642	123.795	115.36	361.01	51.129	135.531
FBtr0086113	724.406	246.63	338.347	665.603	277.487	235.782
FBtr0340431	1	0	0	2	0	0
FBtr0085809	113.802	78.159	52.818	197.404	110.191	38.733
FBtr0334556	137.745	149.182	121.896	146.09	104.608	116.03
FBtr0085808	1538.146	485.6	672.201	1775.108	462.161	602.2
FBtr0336916	751.394	499.518	616.282	1452.974	529.018	473.529
FBtr0089015	877.606	142.482	70.718	137.026	69.982	69.471
FBtr0080639	1061	426	516	1210	406	474
FBtr0072002	2	0	0	2	0	0
FBtr0086763	4.588	1	0	5.549	0	4.169
FBtr0079199	331	156	144	77	43	27
FBtr0302613	380.846	46.206	27.44	108.467	18.507	7.93
FBtr0306654	49.081	50.044	51.515	100.988	45.617	47.681
FBtr0332446	97.391	36.187	53.934	101.758	31.07	36.355
FBtr0302616	199.271	37.717	29.531	148.275	43.118	27.915
FBtr0302615	326.303	218.544	155.261	1058.133	372.401	310.773
FBtr0089949	1373.013	287.67	175.787	1016.747	217.257	356.138
FBtr0089951	204.752	98.795	51.748	1437.338	157.322	112.679
FBtr0089953	358.169	37.11	40.062	178.08	53.821	46.539
FBtr0302614	1133.885	586.799	619.909	870.73	381.087	367.806
FBtr0332445	671.292	29.381	40.108	598.541	40.129	37.238
FBtr0089950	1226.956	393.908	690.175	605.592	427.074	346.437
FBtr0089952	928.503	29.924	28.662	215.802	54.619	31.768
FBtr0089955	584.668	261.336	279.819	594.558	128.905	203.813
FBtr0084710	482.767	275.53	346.438	534.087	242.45	372.606
FBtr0303476	311.897	122.47	144.562	410.625	126.55	78.394
FBtr0076479	25459.002	13021	15899	33069.933	11146	16122
FBtr0111114	3135	590	607	2183	577	526
FBtr0331558	930.615	178.465	316.717	943.422	252.914	292.194
FBtr0075312	334.54	109.764	108.962	395.981	57.127	55.442
FBtr0345368	42.286	36.027	39.294	56.846	38.192	39.114
FBtr0301221	0.334	0	0.201	0.797	0.201	0.201
FBtr0331839	0.332	0	0.199	0.805	0.199	0.199
FBtr0331840	0	0	0.199	0.806	0.199	0.199
FBtr0290277	0	0	0.2	0.798	0.2	0.2
FBtr0301222	0.334	0	0.201	0.794	0.201	0.201
FBtr0088365	0.176	0.001	0.258	0.274	0.234	0.002
FBtr0339429	1.294	0.359	1.552	2.25	1.678	0.371
FBtr0112468	0	0	0	0	0	0
FBtr0088181	952.196	424.28	483.438	1033.516	362.015	334.183
FBtr0332422	228.032	36.708	38.397	92.026	34.885	114.515
FBtr0077181	605	176	253	497	147	188
FBtr0086860	30	8.84	14	26	6	4
FBtr0084939	8.838	10.27	2.563	8.838	8.296	3.909
FBtr0309040	10.162	0.73	3.437	10.162	1.704	4.091
FBtr0082649	1.683	1.246	2.059	2.055	0.41	0.5
FBtr0113225	3.322	2.787	1.941	1.956	1.59	0.5
FBtr0339668	32.292	2.866	18.937	28.447	1.397	4.078
FBtr0346524	9.411	0.082	0.093	12.73	0.102	0.339
FBtr0075371	0	0	0	0	0	0
FBtr0071486	1.921	0	0.744	0.821	0	1.411
FBtr0336448	0.669	0	0	1.356	0	0
FBtr0336449	0.67	0	0	1.362	0	0
FBtr0085664	0.661	0	0	1.282	0	0
FBtr0081475	1169.534	347.855	344.843	1210.576	384.672	384.808
FBtr0081559	622	160	228	630	141	189
FBtr0076689	838.358	310.907	283.897	749.209	235.886	288.903
FBtr0083283	4300	1363	1791	3646	1018	1428
FBtr0332761	13.36	6.787	6.172	9.476	4.662	3.224
FBtr0076732	54.282	20.306	21.931	77.315	21.452	23.873
FBtr0332189	262.054	36.618	46.111	107.875	41.345	31.767
FBtr0080000	944.946	533.382	626.889	1372.125	412.655	540.233
FBtr0343227	0	0	0.533	0.546	0	0.528
FBtr0079080	0	0	0.467	0.454	0	0.472
FBtr0085868	150.097	39.802	57.187	69.321	25.787	36.972
FBtr0337033	0.998	0.788	6.813	8.27	1.213	8.048
FBtr0331658	12.274	14.024	15.943	22.948	13.24	13.979
FBtr0331664	194.273	81.402	104.289	29.192	29.208	32.343
FBtr0331663	701.033	247.491	256.384	91.366	52.361	82.256
FBtr0331662	1914.63	278.879	233.246	1223.405	84.118	64.634
FBtr0299538	1299.699	707.63	675.329	528.87	379.468	364.325
FBtr0299539	62.173	17.68	20.378	28.971	18.813	26.887
FBtr0331660	48.043	31.755	43.975	41.138	23.155	37.836
FBtr0331661	467.693	92.8	79.637	146.746	43.903	42.765
FBtr0331659	59.993	46.354	43.863	191.998	39.433	49.211
FBtr0299537	785.534	818.986	1148.955	1528.039	843.344	750.764
FBtr0075086	2783.326	991.599	1088.84	2867.437	1038.636	897.054
FBtr0347045	338.362	54.131	33.944	280.846	44.787	44.45
FBtr0304627	169.058	42.454	21.016	201.159	43.932	29.614
FBtr0075087	5.708	15.953	12.208	6.554	25.646	14.172
FBtr0074987	5	2	3	11	1	4
FBtr0100013	17.443	6.591	6.283	21.17	5.596	3.385
FBtr0100012	14.512	5.892	6.444	13.195	3.449	7.994
FBtr0346107	8.045	4.517	7.273	7.635	2.955	5.621
FBtr0305345	24.086	8.51	10.767	26.901	5.504	7.007
FBtr0305346	23.921	8.49	10.735	26.694	5.496	6.993
FBtr0332333	0.941	0.203	0.401	0.108	0	0.548
FBtr0345747	1.577	0.213	0.405	3.471	0	0.538
FBtr0332334	2.306	0.214	0.405	3.237	0	0.178
FBtr0080926	1.32	0.182	0.393	0.092	0	0.581
FBtr0080927	2.858	0.188	0.396	0.097	0	0.154
FBtr0299825	312.253	92.281	122.968	556.883	115.389	159.606
FBtr0088339	35.639	11.854	7.338	104.08	29.114	13.843
FBtr0336694	168.007	103.269	191.39	319.371	125.796	159.586
FBtr0088338	12.23	5.157	4.969	21.611	5.357	6.533
FBtr0088345	50.459	25.002	14.856	65.868	31.675	23.582
FBtr0299829	214.561	75.794	125.41	201.58	133.228	98.994
FBtr0306688	131.392	29.898	22.275	352.034	25.098	8.766
FBtr0306690	16.701	12.46	11.653	18.863	13.622	19.52
FBtr0336696	183.945	65.576	59.928	290.188	84.947	83.385
FBtr0088346	121.006	53	115.209	285.024	110.787	116.702
FBtr0088341	178.277	73.399	66.126	339.576	96.378	85.838
FBtr0088347	19.372	7.811	7.28	19.65	13.051	7.786
FBtr0088344	37.176	18.333	23.35	50.019	27.035	24.444
FBtr0299830	322.142	68.562	61.254	742.449	183.027	86.349
FBtr0301131	174.404	69.932	108.168	504.308	447.309	432.501
FBtr0299828	62.227	29.521	27.806	98.111	29.016	42.288
FBtr0088343	23.632	21.397	18.563	40.047	26.599	28.756
FBtr0306691	253.731	100.918	102.132	413.531	119.218	115.537
FBtr0088340	141.044	26.895	26.656	220.743	64.496	38.638
FBtr0299826	257.209	92.138	82.357	281.654	89.776	74.625
FBtr0336695	175.932	84.385	77.694	181.252	77.022	64.07
FBtr0088342	22.422	14.865	19.176	56.525	31.257	32.751
FBtr0301965	44.49	20.604	18.459	76.937	34.802	33.897
FBtr0076521	2.618	3	1	2	2	1
FBtr0340478	3.649	0.562	0	0.027	0	1.002
FBtr0070755	3.533	0.561	0	0.028	0	0.998
FBtr0084190	1087.406	99.519	219.05	725.097	234.978	271.611
FBtr0300788	278.594	466.481	451.95	568.903	288.022	308.389
FBtr0113336	1.002	1.003	0	1.002	0	1
FBtr0080429	247.95	59.939	49.496	210.29	20.433	68.637
FBtr0336618	61.75	61.084	76.532	69.658	76.709	49.463
FBtr0300760	3.198	0.507	1.074	9.088	1.354	0.509
FBtr0343324	6.027	0.501	0.926	10.191	2.686	0.503
FBtr0079114	1.004	0	1	1.125	1	0.026
FBtr0087494	2	1	0	3	0	0
FBtr0071150	0	0	0	1.011	1	0
FBtr0301007	163.782	39.275	50.2	129.285	38.57	33.857
FBtr0392905	47.515	0.175	4.503	3.212	0.113	8.781
FBtr0077692	0.56	0.124	1.482	1.505	3.461	0
FBtr0077691	0.44	2.876	0.518	0.495	0.539	0
FBtr0089972	15.108	3.357	2.973	14.218	6.837	5.221
FBtr0089971	16.892	1.643	3.027	15.782	3.163	3.779
FBtr0083356	504.51	151.121	176	578.167	150.161	134.135
FBtr0301590	1231.619	365.901	417	1229.685	364.646	382.622
FBtr0085036	2.005	0	0	2.004	0	1
FBtr0081838	470.397	108.188	128	382.053	99.221	120.915
FBtr0100014	246	110	106	316	125	116
FBtr0083586	106.424	93.584	82.9	77.898	32.742	58.216
FBtr0302307	672.51	61.105	115.952	857.196	204.858	178.437
FBtr0339976	18.065	37.31	35.148	11.906	42.4	49.347
FBtr0333076	56.358	5.829	31.997	10.533	11.054	16.558
FBtr0075698	1255.642	449.171	497.003	949.467	283.946	429.442
FBtr0082905	0	0	0	1	0	0
FBtr0086169	11	4	4	6	5	1
FBtr0331733	207.74	150.683	148.997	220.014	178.349	163.81
FBtr0071068	5420.985	2049.066	2336.019	8620.788	2731.55	2316.624
FBtr0114613	363.125	113.453	103.563	349.758	115.821	128.303
FBtr0305134	741.779	340.017	277.209	924.465	410.357	415.664
FBtr0084376	95.381	52.875	66.32	104.734	24.535	45.599
FBtr0307596	19.619	2.125	6.68	8.266	5.465	3.401
FBtr0302439	36.695	10.65	15.467	29.737	16.503	12.996
FBtr0086010	18.484	6.014	5.955	15.405	6.821	6.428
FBtr0086012	173.059	11.086	8.75	99.871	14.952	8.994
FBtr0086008	17.852	6.204	6.142	15.132	7.07	6.647
FBtr0086009	14.252	6.008	5.956	23.21	5.846	6.678
FBtr0086011	1549.657	609.037	644.731	1918.645	686.808	566.257
FBtr0079650	1138.487	476	590	1387	355	478
FBtr0303781	4.12	1.002	5	8.214	2	2
FBtr0310414	0	0	0	0	0	0
FBtr0078594	0	0	0	0	0	0
FBtr0087127	0	0	0	0	0	0
FBtr0300479	47.934	27.429	26.001	47.991	13.628	18.924
FBtr0300481	21.584	8.435	10.842	22.268	9.791	8.125
FBtr0310675	38.449	17.811	21.514	34.286	10.851	15.352
FBtr0088996	274.544	193.098	236.677	1159.772	385.765	538.2
FBtr0336912	385.617	239.474	255.144	440.288	173.856	160.832
FBtr0088993	1521.188	764.678	908.232	2196.287	524.1	695.213
FBtr0300478	42.118	16.737	16.07	21.578	10.279	14.686
FBtr0310676	875.693	173.173	208.945	425.099	304.528	242.773
FBtr0308198	16.885	4.598	11.371	9.553	7.925	7.062
FBtr0310674	10.584	4.508	4.543	9.862	4.377	4.284
FBtr0300480	29.847	7.654	7.557	28.262	7.258	6.903
FBtr0300477	69.555	27.404	33.104	51.754	17.643	23.646
FBtr0079993	998.82	250.221	235.433	1254.094	229.582	220.505
FBtr0333097	146.766	41.698	81.662	132.922	41.196	41.163
FBtr0333098	240.413	35.081	34.906	52.984	39.223	69.332
FBtr0076388	1.364	3	1	0	2	0
FBtr0081025	0	0	0	0	0	0
FBtr0340183	0	0	1	1	0	0
FBtr0085483	809.21	404.381	502.204	975.024	330.195	469.235
FBtr0082380	24	2	1	18	1	1
FBtr0071469	3	4	2	1	0	1
FBtr0079770	9	0	0	0	2	0
FBtr0077298	722.834	349	364	985.293	350	402
FBtr0273390	1994.307	500	479	1893.439	574	494
FBtr0084050	1546.05	672.19	761.718	1324.846	469.767	547.399
FBtr0084343	1	0	0	0	0	0
FBtr0332982	1033.228	317.511	367.684	1221.426	344.452	389.112
FBtr0114509	25.243	24.489	37.316	38.545	24.548	24.888
FBtr0076834	402.968	162.061	212.011	365.094	139	186.019
FBtr0088163	0	0	0	0	0	0
FBtr0080301	589.716	213.164	244.416	573.668	181.111	198.551
FBtr0080302	173.284	82.836	76.584	183.332	64.889	81.449
FBtr0334558	47.574	11.138	11.461	61.128	8.708	9.493
FBtr0083155	10.426	4.862	9.539	1.968	6.292	0.567
FBtr0071676	2372.142	1009.935	1224.545	2632.336	722.68	967.656
FBtr0071677	27.847	10.065	6.455	0.664	3.32	0.344
FBtr0273245	2462.22	942.393	911.409	2698.759	978.479	796.603
FBtr0331718	90.655	41.488	37.212	81.298	22.084	19.967
FBtr0073662	120.098	78.002	111.379	100.154	107.481	87.28
FBtr0083575	2947	1150	1393	3932.239	1051	1278
FBtr0305596	28	7	1	9	1	3
FBtr0071502	546.556	363.638	444.541	720.231	403.082	380.646
FBtr0332296	138.841	23.028	84.299	184.708	63.307	76.588
FBtr0332295	322.973	118.841	104.949	280.244	101.719	102.086
FBtr0301558	269.7	70.493	51.328	140.777	27.892	65.681
FBtr0100433	303	111	141	418	75	131
FBtr0334691	0	0	0	0	0	0
FBtr0310568	0.393	0	0.284	0.13	0.141	0
FBtr0310569	0.994	0	0.288	0.134	0.145	0.168
FBtr0310567	0.395	0	0.287	0.674	0.144	0.168
FBtr0310565	0.393	0	0.284	0.131	0.141	0.165
FBtr0310566	0.396	0	0.289	0.669	0.146	0.169
FBtr0310564	0.393	0	0.285	0.131	0.142	0.165
FBtr0310563	1.037	0	0.284	0.131	0.141	0.165
FBtr0080883	729.269	250.491	359.463	778.075	200.506	257.429
FBtr0335138	373.676	68.655	73.256	359.574	119.059	82.994
FBtr0085771	6	6	4	2	2	1
FBtr0072293	0	0	0	0	0	0
FBtr0303652	4	3	1	4	4	2
FBtr0081985	6	2	2	3	2	2
FBtr0080104	0	0	1	0	0	0
FBtr0085757	1317	552	688	1827	534	656
FBtr0076942	15.979	0	0	8.962	0	2
FBtr0333072	0.021	0	0	0.038	0	0
FBtr0302992	0	0	0	0	0	0
FBtr0079265	0	0	0	0	0	0
FBtr0339785	0	0	0	0	0	0
FBtr0075161	463	139	189	458	151	178
FBtr0346670	1	1.711	0.258	0	0	0
FBtr0346669	0	0.429	0.246	0	0	0
FBtr0339758	0	0.429	0.245	0	0	0
FBtr0346668	0	0.43	0.251	0	0	0
FBtr0074313	304.924	94.894	96.856	313.812	105.994	113.51
FBtr0340149	195.992	38.106	51.696	79.953	47.281	31.144
FBtr0345129	206.688	85.235	15.66	207.438	3.772	52.073
FBtr0074312	1143.547	434.501	626.664	1177.723	373.772	488.824
FBtr0074311	61667.57	35510.261	40645.124	84332.981	29683.181	41633.45
FBtr0083276	973.547	591.677	956.495	537.031	655.798	646.675
FBtr0305998	2206.453	996.323	785.505	3166.969	706.202	894.325
FBtr0076651	651.536	262.272	287	757.511	217	329.297
FBtr0081087	5970.048	2210	2546	6591.885	2040	2115
FBtr0085988	1	0	0	5	1	0
FBtr0339277	8.962	1.334	0.333	15.89	0.34	0
FBtr0088635	9.008	1.335	0.333	16.038	0.34	0
FBtr0111043	8.795	1.332	0.333	15.359	0.34	0
